Grupos ECOICOP	Tipo de dato	Periodo	Total
09 Ocio y cultura	Variación mensual	2021M04	-0,2
09 Ocio y cultura	Variación mensual	2021M03	0,0
09 Ocio y cultura	Variación mensual	2021M02	0,3
09 Ocio y cultura	Variación mensual	2021M01	-0,4
09 Ocio y cultura	Variación mensual	2020M12	1,3
09 Ocio y cultura	Variación mensual	2020M11	-0,5
09 Ocio y cultura	Variación mensual	2020M10	-0,5
09 Ocio y cultura	Variación anual	2025M10	0,1
09 Ocio y cultura	Variación anual	2025M09	0,6
09 Ocio y cultura	Variación anual	2025M08	0,7
09 Ocio y cultura	Variación anual	2025M07	0,6
09 Ocio y cultura	Variación anual	2025M06	0,5
09 Ocio y cultura	Variación anual	2025M05	0,5
09 Ocio y cultura	Variación anual	2025M04	2,7
09 Ocio y cultura	Variación anual	2025M03	-0,3
09 Ocio y cultura	Variación anual	2025M02	1,4
09 Ocio y cultura	Variación anual	2025M01	1,9
09 Ocio y cultura	Variación anual	2024M12	3,2
09 Ocio y cultura	Variación anual	2024M11	2,0
09 Ocio y cultura	Variación anual	2024M10	2,0
09 Ocio y cultura	Variación anual	2024M09	1,1
09 Ocio y cultura	Variación anual	2024M08	2,0
09 Ocio y cultura	Variación anual	2024M07	1,6
09 Ocio y cultura	Variación anual	2024M06	3,0
09 Ocio y cultura	Variación anual	2024M05	2,8
09 Ocio y cultura	Variación anual	2024M04	2,2
09 Ocio y cultura	Variación anual	2024M03	3,8
09 Ocio y cultura	Variación anual	2024M02	2,8
09 Ocio y cultura	Variación anual	2024M01	3,1
09 Ocio y cultura	Variación anual	2023M12	3,1
09 Ocio y cultura	Variación anual	2023M11	2,5
09 Ocio y cultura	Variación anual	2023M10	3,8
09 Ocio y cultura	Variación anual	2023M09	5,0
09 Ocio y cultura	Variación anual	2023M08	7,0
09 Ocio y cultura	Variación anual	2023M07	7,2
09 Ocio y cultura	Variación anual	2023M06	5,2
09 Ocio y cultura	Variación anual	2023M05	4,3
09 Ocio y cultura	Variación anual	2023M04	4,0
09 Ocio y cultura	Variación anual	2023M03	4,4
09 Ocio y cultura	Variación anual	2023M02	3,2
09 Ocio y cultura	Variación anual	2023M01	2,5
09 Ocio y cultura	Variación anual	2022M12	3,8
09 Ocio y cultura	Variación anual	2022M11	3,2
09 Ocio y cultura	Variación anual	2022M10	3,1
09 Ocio y cultura	Variación anual	2022M09	3,4
09 Ocio y cultura	Variación anual	2022M08	4,1
09 Ocio y cultura	Variación anual	2022M07	3,7
09 Ocio y cultura	Variación anual	2022M06	3,1
09 Ocio y cultura	Variación anual	2022M05	2,3
09 Ocio y cultura	Variación anual	2022M04	2,9
09 Ocio y cultura	Variación anual	2022M03	1,2
09 Ocio y cultura	Variación anual	2022M02	1,5
09 Ocio y cultura	Variación anual	2022M01	1,2
09 Ocio y cultura	Variación anual	2021M12	1,7
09 Ocio y cultura	Variación anual	2021M11	1,8
09 Ocio y cultura	Variación anual	2021M10	1,5
09 Ocio y cultura	Variación anual	2021M09	0,9
09 Ocio y cultura	Variación anual	2021M08	-0,6
09 Ocio y cultura	Variación anual	2021M07	-1,0
09 Ocio y cultura	Variación anual	2021M06	-0,8
09 Ocio y cultura	Variación anual	2021M05	0,2
09 Ocio y cultura	Variación anual	2021M04	-1,2
09 Ocio y cultura	Variación anual	2021M03	-0,2
09 Ocio y cultura	Variación anual	2021M02	-0,4
09 Ocio y cultura	Variación anual	2021M01	0,1
09 Ocio y cultura	Variación anual	2020M12	-1,6
09 Ocio y cultura	Variación anual	2020M11	-0,9
09 Ocio y cultura	Variación anual	2020M10	-0,7
09 Ocio y cultura	Variación en lo que va de año	2025M10	-1,8
09 Ocio y cultura	Variación en lo que va de año	2025M09	-1,0
09 Ocio y cultura	Variación en lo que va de año	2025M08	3,4
09 Ocio y cultura	Variación en lo que va de año	2025M07	1,8
09 Ocio y cultura	Variación en lo que va de año	2025M06	0,1
09 Ocio y cultura	Variación en lo que va de año	2025M05	-2,0
09 Ocio y cultura	Variación en lo que va de año	2025M04	-0,2
09 Ocio y cultura	Variación en lo que va de año	2025M03	-2,7
09 Ocio y cultura	Variación en lo que va de año	2025M02	-2,8
09 Ocio y cultura	Variación en lo que va de año	2025M01	-3,3
09 Ocio y cultura	Variación en lo que va de año	2024M12	3,2
09 Ocio y cultura	Variación en lo que va de año	2024M11	-0,3
09 Ocio y cultura	Variación en lo que va de año	2024M10	1,2
09 Ocio y cultura	Variación en lo que va de año	2024M09	1,5
09 Ocio y cultura	Variación en lo que va de año	2024M08	5,9
09 Ocio y cultura	Variación en lo que va de año	2024M07	4,5
09 Ocio y cultura	Variación en lo que va de año	2024M06	2,8
09 Ocio y cultura	Variación en lo que va de año	2024M05	0,5
09 Ocio y cultura	Variación en lo que va de año	2024M04	0,3
09 Ocio y cultura	Variación en lo que va de año	2024M03	0,7
09 Ocio y cultura	Variación en lo que va de año	2024M02	-1,1
09 Ocio y cultura	Variación en lo que va de año	2024M01	-2,1
09 Ocio y cultura	Variación en lo que va de año	2023M12	3,1
09 Ocio y cultura	Variación en lo que va de año	2023M11	0,7
09 Ocio y cultura	Variación en lo que va de año	2023M10	2,2
09 Ocio y cultura	Variación en lo que va de año	2023M09	3,6
09 Ocio y cultura	Variación en lo que va de año	2023M08	7,0
09 Ocio y cultura	Variación en lo que va de año	2023M07	6,0
09 Ocio y cultura	Variación en lo que va de año	2023M06	2,9
09 Ocio y cultura	Variación en lo que va de año	2023M05	0,8
09 Ocio y cultura	Variación en lo que va de año	2023M04	1,2
09 Ocio y cultura	Variación en lo que va de año	2023M03	0,0
09 Ocio y cultura	Variación en lo que va de año	2023M02	-0,8
09 Ocio y cultura	Variación en lo que va de año	2023M01	-2,1
09 Ocio y cultura	Variación en lo que va de año	2022M12	3,8
09 Ocio y cultura	Variación en lo que va de año	2022M11	2,0
09 Ocio y cultura	Variación en lo que va de año	2022M10	2,2
09 Ocio y cultura	Variación en lo que va de año	2022M09	2,3
09 Ocio y cultura	Variación en lo que va de año	2022M08	3,8
09 Ocio y cultura	Variación en lo que va de año	2022M07	2,7
09 Ocio y cultura	Variación en lo que va de año	2022M06	1,5
09 Ocio y cultura	Variación en lo que va de año	2022M05	0,3
09 Ocio y cultura	Variación en lo que va de año	2022M04	1,0
09 Ocio y cultura	Variación en lo que va de año	2022M03	-0,5
09 Ocio y cultura	Variación en lo que va de año	2022M02	-0,2
09 Ocio y cultura	Variación en lo que va de año	2022M01	-0,9
09 Ocio y cultura	Variación en lo que va de año	2021M12	1,7
09 Ocio y cultura	Variación en lo que va de año	2021M11	0,5
09 Ocio y cultura	Variación en lo que va de año	2021M10	0,8
09 Ocio y cultura	Variación en lo que va de año	2021M09	0,7
09 Ocio y cultura	Variación en lo que va de año	2021M08	1,4
09 Ocio y cultura	Variación en lo que va de año	2021M07	0,7
09 Ocio y cultura	Variación en lo que va de año	2021M06	0,1
09 Ocio y cultura	Variación en lo que va de año	2021M05	-0,3
09 Ocio y cultura	Variación en lo que va de año	2021M04	-0,2
09 Ocio y cultura	Variación en lo que va de año	2021M03	-0,1
09 Ocio y cultura	Variación en lo que va de año	2021M02	-0,1
09 Ocio y cultura	Variación en lo que va de año	2021M01	-0,4
09 Ocio y cultura	Variación en lo que va de año	2020M12	-1,6
09 Ocio y cultura	Variación en lo que va de año	2020M11	-2,8
09 Ocio y cultura	Variación en lo que va de año	2020M10	-2,3
10 Enseñanza	Índice	2025M10	110,390
10 Enseñanza	Índice	2025M09	109,648
10 Enseñanza	Índice	2025M08	108,099
10 Enseñanza	Índice	2025M07	108,070
10 Enseñanza	Índice	2025M06	108,014
10 Enseñanza	Índice	2025M05	108,018
10 Enseñanza	Índice	2025M04	107,985
10 Enseñanza	Índice	2025M03	107,971
10 Enseñanza	Índice	2025M02	107,943
10 Enseñanza	Índice	2025M01	107,894
10 Enseñanza	Índice	2024M12	107,875
10 Enseñanza	Índice	2024M11	107,853
10 Enseñanza	Índice	2024M10	107,708
10 Enseñanza	Índice	2024M09	106,621
10 Enseñanza	Índice	2024M08	105,405
10 Enseñanza	Índice	2024M07	105,384
10 Enseñanza	Índice	2024M06	105,387
10 Enseñanza	Índice	2024M05	105,391
10 Enseñanza	Índice	2024M04	105,389
10 Enseñanza	Índice	2024M03	105,380
10 Enseñanza	Índice	2024M02	105,304
10 Enseñanza	Índice	2024M01	105,259
10 Enseñanza	Índice	2023M12	105,224
10 Enseñanza	Índice	2023M11	105,178
10 Enseñanza	Índice	2023M10	105,012
10 Enseñanza	Índice	2023M09	103,831
10 Enseñanza	Índice	2023M08	102,494
10 Enseñanza	Índice	2023M07	102,482
10 Enseñanza	Índice	2023M06	102,473
10 Enseñanza	Índice	2023M05	102,466
10 Enseñanza	Índice	2023M04	102,461
10 Enseñanza	Índice	2023M03	102,458
10 Enseñanza	Índice	2023M02	102,426
10 Enseñanza	Índice	2023M01	102,378
10 Enseñanza	Índice	2022M12	102,193
10 Enseñanza	Índice	2022M11	102,320
10 Enseñanza	Índice	2022M10	102,218
10 Enseñanza	Índice	2022M09	101,549
10 Enseñanza	Índice	2022M08	100,869
10 Enseñanza	Índice	2022M07	100,858
10 Enseñanza	Índice	2022M06	100,844
10 Enseñanza	Índice	2022M05	100,835
10 Enseñanza	Índice	2022M04	100,817
10 Enseñanza	Índice	2022M03	100,819
10 Enseñanza	Índice	2022M02	100,836
10 Enseñanza	Índice	2022M01	100,828
10 Enseñanza	Índice	2021M12	100,820
10 Enseñanza	Índice	2021M11	100,800
10 Enseñanza	Índice	2021M10	100,713
10 Enseñanza	Índice	2021M09	100,298
10 Enseñanza	Índice	2021M08	99,705
10 Enseñanza	Índice	2021M07	99,701
10 Enseñanza	Índice	2021M06	99,691
10 Enseñanza	Índice	2021M05	99,679
10 Enseñanza	Índice	2021M04	99,667
10 Enseñanza	Índice	2021M03	99,643
10 Enseñanza	Índice	2021M02	99,645
10 Enseñanza	Índice	2021M01	99,638
10 Enseñanza	Índice	2020M12	99,632
10 Enseñanza	Índice	2020M11	99,641
10 Enseñanza	Índice	2020M10	99,569
10 Enseñanza	Variación mensual	2025M10	0,7
10 Enseñanza	Variación mensual	2025M09	1,4
10 Enseñanza	Variación mensual	2025M08	0,0
10 Enseñanza	Variación mensual	2025M07	0,1
10 Enseñanza	Variación mensual	2025M06	0,0
10 Enseñanza	Variación mensual	2025M05	0,0
10 Enseñanza	Variación mensual	2025M04	0,0
10 Enseñanza	Variación mensual	2025M03	0,0
10 Enseñanza	Variación mensual	2025M02	0,0
10 Enseñanza	Variación mensual	2025M01	0,0
10 Enseñanza	Variación mensual	2024M12	0,0
10 Enseñanza	Variación mensual	2024M11	0,1
10 Enseñanza	Variación mensual	2024M10	1,0
10 Enseñanza	Variación mensual	2024M09	1,2
10 Enseñanza	Variación mensual	2024M08	0,0
10 Enseñanza	Variación mensual	2024M07	0,0
10 Enseñanza	Variación mensual	2024M06	0,0
10 Enseñanza	Variación mensual	2024M05	0,0
10 Enseñanza	Variación mensual	2024M04	0,0
10 Enseñanza	Variación mensual	2024M03	0,1
10 Enseñanza	Variación mensual	2024M02	0,0
10 Enseñanza	Variación mensual	2024M01	0,0
10 Enseñanza	Variación mensual	2023M12	0,0
10 Enseñanza	Variación mensual	2023M11	0,2
10 Enseñanza	Variación mensual	2023M10	1,1
10 Enseñanza	Variación mensual	2023M09	1,3
10 Enseñanza	Variación mensual	2023M08	0,0
10 Enseñanza	Variación mensual	2023M07	0,0
10 Enseñanza	Variación mensual	2023M06	0,0
10 Enseñanza	Variación mensual	2023M05	0,0
10 Enseñanza	Variación mensual	2023M04	0,0
10 Enseñanza	Variación mensual	2023M03	0,0
10 Enseñanza	Variación mensual	2023M02	0,0
10 Enseñanza	Variación mensual	2023M01	0,2
10 Enseñanza	Variación mensual	2022M12	-0,1
10 Enseñanza	Variación mensual	2022M11	0,1
10 Enseñanza	Variación mensual	2022M10	0,7
10 Enseñanza	Variación mensual	2022M09	0,7
10 Enseñanza	Variación mensual	2022M08	0,0
10 Enseñanza	Variación mensual	2022M07	0,0
10 Enseñanza	Variación mensual	2022M06	0,0
10 Enseñanza	Variación mensual	2022M05	0,0
10 Enseñanza	Variación mensual	2022M04	0,0
10 Enseñanza	Variación mensual	2022M03	0,0
10 Enseñanza	Variación mensual	2022M02	0,0
10 Enseñanza	Variación mensual	2022M01	0,0
10 Enseñanza	Variación mensual	2021M12	0,0
10 Enseñanza	Variación mensual	2021M11	0,1
10 Enseñanza	Variación mensual	2021M10	0,4
10 Enseñanza	Variación mensual	2021M09	0,6
10 Enseñanza	Variación mensual	2021M08	0,0
10 Enseñanza	Variación mensual	2021M07	0,0
10 Enseñanza	Variación mensual	2021M06	0,0
10 Enseñanza	Variación mensual	2021M05	0,0
10 Enseñanza	Variación mensual	2021M04	0,0
10 Enseñanza	Variación mensual	2021M03	0,0
10 Enseñanza	Variación mensual	2021M02	0,0
10 Enseñanza	Variación mensual	2021M01	0,0
10 Enseñanza	Variación mensual	2020M12	0,0
10 Enseñanza	Variación mensual	2020M11	0,1
10 Enseñanza	Variación mensual	2020M10	-0,8
10 Enseñanza	Variación anual	2025M10	2,5
10 Enseñanza	Variación anual	2025M09	2,8
10 Enseñanza	Variación anual	2025M08	2,6
10 Enseñanza	Variación anual	2025M07	2,5
10 Enseñanza	Variación anual	2025M06	2,5
10 Enseñanza	Variación anual	2025M05	2,5
10 Enseñanza	Variación anual	2025M04	2,5
10 Enseñanza	Variación anual	2025M03	2,5
10 Enseñanza	Variación anual	2025M02	2,5
10 Enseñanza	Variación anual	2025M01	2,5
10 Enseñanza	Variación anual	2024M12	2,5
10 Enseñanza	Variación anual	2024M11	2,5
10 Enseñanza	Variación anual	2024M10	2,6
10 Enseñanza	Variación anual	2024M09	2,7
10 Enseñanza	Variación anual	2024M08	2,8
10 Enseñanza	Variación anual	2024M07	2,8
10 Enseñanza	Variación anual	2024M06	2,8
10 Enseñanza	Variación anual	2024M05	2,9
10 Enseñanza	Variación anual	2024M04	2,9
10 Enseñanza	Variación anual	2024M03	2,9
10 Enseñanza	Variación anual	2024M02	2,8
10 Enseñanza	Variación anual	2024M01	2,8
10 Enseñanza	Variación anual	2023M12	3,0
10 Enseñanza	Variación anual	2023M11	2,8
10 Enseñanza	Variación anual	2023M10	2,7
10 Enseñanza	Variación anual	2023M09	2,2
10 Enseñanza	Variación anual	2023M08	1,6
10 Enseñanza	Variación anual	2023M07	1,6
10 Enseñanza	Variación anual	2023M06	1,6
10 Enseñanza	Variación anual	2023M05	1,6
10 Enseñanza	Variación anual	2023M04	1,6
10 Enseñanza	Variación anual	2023M03	1,6
10 Enseñanza	Variación anual	2023M02	1,6
10 Enseñanza	Variación anual	2023M01	1,5
10 Enseñanza	Variación anual	2022M12	1,4
10 Enseñanza	Variación anual	2022M11	1,5
10 Enseñanza	Variación anual	2022M10	1,5
10 Enseñanza	Variación anual	2022M09	1,2
10 Enseñanza	Variación anual	2022M08	1,2
10 Enseñanza	Variación anual	2022M07	1,2
10 Enseñanza	Variación anual	2022M06	1,2
10 Enseñanza	Variación anual	2022M05	1,2
10 Enseñanza	Variación anual	2022M04	1,2
10 Enseñanza	Variación anual	2022M03	1,2
10 Enseñanza	Variación anual	2022M02	1,2
10 Enseñanza	Variación anual	2022M01	1,2
10 Enseñanza	Variación anual	2021M12	1,2
10 Enseñanza	Variación anual	2021M11	1,2
10 Enseñanza	Variación anual	2021M10	1,1
10 Enseñanza	Variación anual	2021M09	0,0
10 Enseñanza	Variación anual	2021M08	-0,2
10 Enseñanza	Variación anual	2021M07	-0,2
10 Enseñanza	Variación anual	2021M06	-0,2
10 Enseñanza	Variación anual	2021M05	-0,2
10 Enseñanza	Variación anual	2021M04	-0,2
10 Enseñanza	Variación anual	2021M03	-0,2
10 Enseñanza	Variación anual	2021M02	-0,2
10 Enseñanza	Variación anual	2021M01	-0,2
10 Enseñanza	Variación anual	2020M12	-0,2
10 Enseñanza	Variación anual	2020M11	-0,2
10 Enseñanza	Variación anual	2020M10	-0,2
10 Enseñanza	Variación en lo que va de año	2025M10	2,3
10 Enseñanza	Variación en lo que va de año	2025M09	1,6
10 Enseñanza	Variación en lo que va de año	2025M08	0,2
10 Enseñanza	Variación en lo que va de año	2025M07	0,2
10 Enseñanza	Variación en lo que va de año	2025M06	0,1
10 Enseñanza	Variación en lo que va de año	2025M05	0,1
10 Enseñanza	Variación en lo que va de año	2025M04	0,1
10 Enseñanza	Variación en lo que va de año	2025M03	0,1
10 Enseñanza	Variación en lo que va de año	2025M02	0,1
10 Enseñanza	Variación en lo que va de año	2025M01	0,0
10 Enseñanza	Variación en lo que va de año	2024M12	2,5
10 Enseñanza	Variación en lo que va de año	2024M11	2,5
10 Enseñanza	Variación en lo que va de año	2024M10	2,4
10 Enseñanza	Variación en lo que va de año	2024M09	1,3
10 Enseñanza	Variación en lo que va de año	2024M08	0,2
10 Enseñanza	Variación en lo que va de año	2024M07	0,2
10 Enseñanza	Variación en lo que va de año	2024M06	0,2
10 Enseñanza	Variación en lo que va de año	2024M05	0,2
10 Enseñanza	Variación en lo que va de año	2024M04	0,2
10 Enseñanza	Variación en lo que va de año	2024M03	0,1
10 Enseñanza	Variación en lo que va de año	2024M02	0,1
10 Enseñanza	Variación en lo que va de año	2024M01	0,0
10 Enseñanza	Variación en lo que va de año	2023M12	3,0
10 Enseñanza	Variación en lo que va de año	2023M11	2,9
10 Enseñanza	Variación en lo que va de año	2023M10	2,8
10 Enseñanza	Variación en lo que va de año	2023M09	1,6
10 Enseñanza	Variación en lo que va de año	2023M08	0,3
10 Enseñanza	Variación en lo que va de año	2023M07	0,3
10 Enseñanza	Variación en lo que va de año	2023M06	0,3
10 Enseñanza	Variación en lo que va de año	2023M05	0,3
10 Enseñanza	Variación en lo que va de año	2023M04	0,3
10 Enseñanza	Variación en lo que va de año	2023M03	0,3
10 Enseñanza	Variación en lo que va de año	2023M02	0,2
10 Enseñanza	Variación en lo que va de año	2023M01	0,2
10 Enseñanza	Variación en lo que va de año	2022M12	1,4
10 Enseñanza	Variación en lo que va de año	2022M11	1,5
10 Enseñanza	Variación en lo que va de año	2022M10	1,4
10 Enseñanza	Variación en lo que va de año	2022M09	0,7
10 Enseñanza	Variación en lo que va de año	2022M08	0,0
10 Enseñanza	Variación en lo que va de año	2022M07	0,0
10 Enseñanza	Variación en lo que va de año	2022M06	0,0
10 Enseñanza	Variación en lo que va de año	2022M05	0,0
10 Enseñanza	Variación en lo que va de año	2022M04	0,0
10 Enseñanza	Variación en lo que va de año	2022M03	0,0
10 Enseñanza	Variación en lo que va de año	2022M02	0,0
10 Enseñanza	Variación en lo que va de año	2022M01	0,0
10 Enseñanza	Variación en lo que va de año	2021M12	1,2
10 Enseñanza	Variación en lo que va de año	2021M11	1,2
10 Enseñanza	Variación en lo que va de año	2021M10	1,1
10 Enseñanza	Variación en lo que va de año	2021M09	0,7
10 Enseñanza	Variación en lo que va de año	2021M08	0,1
10 Enseñanza	Variación en lo que va de año	2021M07	0,1
10 Enseñanza	Variación en lo que va de año	2021M06	0,1
10 Enseñanza	Variación en lo que va de año	2021M05	0,0
10 Enseñanza	Variación en lo que va de año	2021M04	0,0
10 Enseñanza	Variación en lo que va de año	2021M03	0,0
10 Enseñanza	Variación en lo que va de año	2021M02	0,0
10 Enseñanza	Variación en lo que va de año	2021M01	0,0
10 Enseñanza	Variación en lo que va de año	2020M12	-0,2
10 Enseñanza	Variación en lo que va de año	2020M11	-0,2
10 Enseñanza	Variación en lo que va de año	2020M10	-0,3
11 Restaurantes y hoteles	Índice	2025M10	126,092
11 Restaurantes y hoteles	Índice	2025M09	126,244
11 Restaurantes y hoteles	Índice	2025M08	125,930
11 Restaurantes y hoteles	Índice	2025M07	125,544
11 Restaurantes y hoteles	Índice	2025M06	125,059
11 Restaurantes y hoteles	Índice	2025M05	124,401
11 Restaurantes y hoteles	Índice	2025M04	123,753
11 Restaurantes y hoteles	Índice	2025M03	122,246
11 Restaurantes y hoteles	Índice	2025M02	121,112
11 Restaurantes y hoteles	Índice	2025M01	120,236
11 Restaurantes y hoteles	Índice	2024M12	120,172
11 Restaurantes y hoteles	Índice	2024M11	120,102
11 Restaurantes y hoteles	Índice	2024M10	120,764
11 Restaurantes y hoteles	Índice	2024M09	121,006
11 Restaurantes y hoteles	Índice	2024M08	120,744
11 Restaurantes y hoteles	Índice	2024M07	120,493
11 Restaurantes y hoteles	Índice	2024M06	120,080
11 Restaurantes y hoteles	Índice	2024M05	119,288
11 Restaurantes y hoteles	Índice	2024M04	118,410
11 Restaurantes y hoteles	Índice	2024M03	117,418
11 Restaurantes y hoteles	Índice	2024M02	116,379
11 Restaurantes y hoteles	Índice	2024M01	115,299
11 Restaurantes y hoteles	Índice	2023M12	115,406
11 Restaurantes y hoteles	Índice	2023M11	115,212
11 Restaurantes y hoteles	Índice	2023M10	115,776
11 Restaurantes y hoteles	Índice	2023M09	115,524
11 Restaurantes y hoteles	Índice	2023M08	115,433
11 Restaurantes y hoteles	Índice	2023M07	115,114
11 Restaurantes y hoteles	Índice	2023M06	114,372
11 Restaurantes y hoteles	Índice	2023M05	113,349
11 Restaurantes y hoteles	Índice	2023M04	112,952
11 Restaurantes y hoteles	Índice	2023M03	111,265
11 Restaurantes y hoteles	Índice	2023M02	110,326
11 Restaurantes y hoteles	Índice	2023M01	109,379
11 Restaurantes y hoteles	Índice	2022M12	109,379
11 Restaurantes y hoteles	Índice	2022M11	108,625
11 Restaurantes y hoteles	Índice	2022M10	108,900
11 Restaurantes y hoteles	Índice	2022M09	108,704
11 Restaurantes y hoteles	Índice	2022M08	108,522
11 Restaurantes y hoteles	Índice	2022M07	108,058
11 Restaurantes y hoteles	Índice	2022M06	107,102
11 Restaurantes y hoteles	Índice	2022M05	105,700
11 Restaurantes y hoteles	Índice	2022M04	104,937
11 Restaurantes y hoteles	Índice	2022M03	103,217
11 Restaurantes y hoteles	Índice	2022M02	102,219
11 Restaurantes y hoteles	Índice	2022M01	101,457
11 Restaurantes y hoteles	Índice	2021M12	101,458
11 Restaurantes y hoteles	Índice	2021M11	100,974
11 Restaurantes y hoteles	Índice	2021M10	100,890
11 Restaurantes y hoteles	Índice	2021M09	100,754
11 Restaurantes y hoteles	Índice	2021M08	100,885
11 Restaurantes y hoteles	Índice	2021M07	100,434
11 Restaurantes y hoteles	Índice	2021M06	99,893
11 Restaurantes y hoteles	Índice	2021M05	99,424
11 Restaurantes y hoteles	Índice	2021M04	99,166
11 Restaurantes y hoteles	Índice	2021M03	98,883
11 Restaurantes y hoteles	Índice	2021M02	98,685
11 Restaurantes y hoteles	Índice	2021M01	98,555
11 Restaurantes y hoteles	Índice	2020M12	98,443
11 Restaurantes y hoteles	Índice	2020M11	98,481
11 Restaurantes y hoteles	Índice	2020M10	98,954
11 Restaurantes y hoteles	Variación mensual	2025M10	-0,1
11 Restaurantes y hoteles	Variación mensual	2025M09	0,2
11 Restaurantes y hoteles	Variación mensual	2025M08	0,3
11 Restaurantes y hoteles	Variación mensual	2025M07	0,4
11 Restaurantes y hoteles	Variación mensual	2025M06	0,5
11 Restaurantes y hoteles	Variación mensual	2025M05	0,5
11 Restaurantes y hoteles	Variación mensual	2025M04	1,2
11 Restaurantes y hoteles	Variación mensual	2025M03	0,9
11 Restaurantes y hoteles	Variación mensual	2025M02	0,7
11 Restaurantes y hoteles	Variación mensual	2025M01	0,1
11 Restaurantes y hoteles	Variación mensual	2024M12	0,1
11 Restaurantes y hoteles	Variación mensual	2024M11	-0,5
11 Restaurantes y hoteles	Variación mensual	2024M10	-0,2
11 Restaurantes y hoteles	Variación mensual	2024M09	0,2
11 Restaurantes y hoteles	Variación mensual	2024M08	0,2
11 Restaurantes y hoteles	Variación mensual	2024M07	0,3
11 Restaurantes y hoteles	Variación mensual	2024M06	0,7
11 Restaurantes y hoteles	Variación mensual	2024M05	0,7
11 Restaurantes y hoteles	Variación mensual	2024M04	0,8
11 Restaurantes y hoteles	Variación mensual	2024M03	0,9
11 Restaurantes y hoteles	Variación mensual	2024M02	0,9
11 Restaurantes y hoteles	Variación mensual	2024M01	-0,1
11 Restaurantes y hoteles	Variación mensual	2023M12	0,2
11 Restaurantes y hoteles	Variación mensual	2023M11	-0,5
11 Restaurantes y hoteles	Variación mensual	2023M10	0,2
11 Restaurantes y hoteles	Variación mensual	2023M09	0,1
11 Restaurantes y hoteles	Variación mensual	2023M08	0,3
11 Restaurantes y hoteles	Variación mensual	2023M07	0,6
11 Restaurantes y hoteles	Variación mensual	2023M06	0,9
11 Restaurantes y hoteles	Variación mensual	2023M05	0,4
11 Restaurantes y hoteles	Variación mensual	2023M04	1,5
11 Restaurantes y hoteles	Variación mensual	2023M03	0,9
11 Restaurantes y hoteles	Variación mensual	2023M02	0,9
11 Restaurantes y hoteles	Variación mensual	2023M01	0,0
11 Restaurantes y hoteles	Variación mensual	2022M12	0,7
11 Restaurantes y hoteles	Variación mensual	2022M11	-0,3
11 Restaurantes y hoteles	Variación mensual	2022M10	0,2
11 Restaurantes y hoteles	Variación mensual	2022M09	0,2
11 Restaurantes y hoteles	Variación mensual	2022M08	0,4
11 Restaurantes y hoteles	Variación mensual	2022M07	0,9
11 Restaurantes y hoteles	Variación mensual	2022M06	1,3
11 Restaurantes y hoteles	Variación mensual	2022M05	0,7
11 Restaurantes y hoteles	Variación mensual	2022M04	1,7
11 Restaurantes y hoteles	Variación mensual	2022M03	1,0
11 Restaurantes y hoteles	Variación mensual	2022M02	0,8
11 Restaurantes y hoteles	Variación mensual	2022M01	0,0
11 Restaurantes y hoteles	Variación mensual	2021M12	0,5
11 Restaurantes y hoteles	Variación mensual	2021M11	0,1
11 Restaurantes y hoteles	Variación mensual	2021M10	0,1
11 Restaurantes y hoteles	Variación mensual	2021M09	-0,1
11 Restaurantes y hoteles	Variación mensual	2021M08	0,4
11 Restaurantes y hoteles	Variación mensual	2021M07	0,5
11 Restaurantes y hoteles	Variación mensual	2021M06	0,5
11 Restaurantes y hoteles	Variación mensual	2021M05	0,3
11 Restaurantes y hoteles	Variación mensual	2021M04	0,3
11 Restaurantes y hoteles	Variación mensual	2021M03	0,2
11 Restaurantes y hoteles	Variación mensual	2021M02	0,1
11 Restaurantes y hoteles	Variación mensual	2021M01	0,1
11 Restaurantes y hoteles	Variación mensual	2020M12	0,0
11 Restaurantes y hoteles	Variación mensual	2020M11	-0,5
11 Restaurantes y hoteles	Variación mensual	2020M10	-0,4
11 Restaurantes y hoteles	Variación anual	2025M10	4,4
11 Restaurantes y hoteles	Variación anual	2025M09	4,3
11 Restaurantes y hoteles	Variación anual	2025M08	4,3
11 Restaurantes y hoteles	Variación anual	2025M07	4,2
11 Restaurantes y hoteles	Variación anual	2025M06	4,1
11 Restaurantes y hoteles	Variación anual	2025M05	4,3
11 Restaurantes y hoteles	Variación anual	2025M04	4,5
11 Restaurantes y hoteles	Variación anual	2025M03	4,1
11 Restaurantes y hoteles	Variación anual	2025M02	4,1
11 Restaurantes y hoteles	Variación anual	2025M01	4,3
11 Restaurantes y hoteles	Variación anual	2024M12	4,1
11 Restaurantes y hoteles	Variación anual	2024M11	4,2
11 Restaurantes y hoteles	Variación anual	2024M10	4,3
11 Restaurantes y hoteles	Variación anual	2024M09	4,7
11 Restaurantes y hoteles	Variación anual	2024M08	4,6
11 Restaurantes y hoteles	Variación anual	2024M07	4,7
11 Restaurantes y hoteles	Variación anual	2024M06	5,0
11 Restaurantes y hoteles	Variación anual	2024M05	5,2
11 Restaurantes y hoteles	Variación anual	2024M04	4,8
11 Restaurantes y hoteles	Variación anual	2024M03	5,5
11 Restaurantes y hoteles	Variación anual	2024M02	5,5
11 Restaurantes y hoteles	Variación anual	2024M01	5,4
11 Restaurantes y hoteles	Variación anual	2023M12	5,5
